,Číslo záznamu,Typ záznamu,Je součást čeho (číslo záznamu),"typ díla (celé dílo, úryvek, antologie, souborné dílo)",Vztah k originálu (překlad vs. adaptace),Druh adaptace (slovem),Autor/ka + kód autority,Název díla dle titulu v latince,Název díla v původním písmu,Údaje o odpovědnosti a další informace (z titulní strany),Původní název,Jazyk díla,Výchozí jazyk ,Zprostředkovací jazyk,Údaje o zprostředkovacím díle,"Město vydání, země vydání, nakladatel",Nakadatel v původním písmu,"Edice, svazek",Název edice v původním písmu,Údaje o časopiseckém vydání,Název časopisu v původním písmu,Počet stran,Rok,ISBN,Další role,Další role v původním písmu,Zdroj či odkaz,Volná poznámka,technická poznámka,Sloupec1,non-fiction
638,639,část knihy,638,celé dílo,,,,Chir voithias,Χείρ βοηθείας,,Ruka,,,,,,,,,,,,,,,,,"Slabikář, 1961",,nan,nan
639,640,část knihy,638,celé dílo,nan,nan,nan,Osta,Ωστά,nan,Kosti,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,"Slabikář, 1961",nan,nan,nan
640,641,část knihy,638,celé dílo,,,,Ftera,Φτερά,,Křídla,,,,,,,,,,,,,,,,,"Slabikář, 1961",,nan,nan
641,642,část knihy,638,celé dílo,nan,nan,nan,"""Thermanate me liji anthropini zestasia""",«Θερμάνατε με λίγη ανθρώπινη ζεστασιά»,nan,"""Prohřát lidským teplem""",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,"Slabikář, 1961",nan,nan,nan
642,643,část knihy,638,celé dílo,,,,Sto mikroskopio,Στο μικροσκόπιο,,V mikroskopu,,,,,,,,,,,,,,,,,"Denní služba, 1958",,nan,nan
643,644,část knihy,638,celé dílo,nan,nan,nan,Pragmatikotita,Πραγματικότητα,nan,Realita,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,"Kam teče krev, 1963",nan,nan,nan
644,645,část knihy,638,celé dílo,,,,Martyrio,Μαρτύριο,,Trápení,,,,,,,,,,,,,,,,,"Kam teče krev, 1963",,nan,nan
645,646,část knihy,638,celé dílo,nan,nan,nan,Patholojia,Παθολογία,nan,Patologie,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,"Denní služba, 1958",nan,nan,nan
646,647,část knihy,638,celé dílo,,,,Siopi,Σιωπή,,Ticho,,,,,,,,,,,,,,,,,"Kam teče krev, 1963",,nan,nan
647,648,část knihy,638,celé dílo,nan,nan,nan,I arpa,Η άρπα,nan,Harfa,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,"Kam teče krev, 1963",nan,nan,nan
648,649,část knihy,638,celé dílo,,,,Megas ke dynatos,Μέγας και δυνατός,,Velký a silný,,,,,,,,,,,,,,,,,"Kam teče krev, 1963",,nan,nan
649,650,část knihy,638,celé dílo,nan,nan,nan,Alithia,Αλήθεια,nan,Pravda,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,"Kam teče krev, 1963",nan,nan,nan
650,651,část knihy,638,celé dílo,,,,Agapi,Αγάπη,,Láska,,,,,,,,,,,,,,,,,"Slabikář, 1961",,nan,nan
651,652,část knihy,638,celé dílo,nan,nan,nan,Odi sti chara,Ωδή στη χαρά,nan,Óda na radost,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,"Slabikář, 1961",nan,nan,nan
652,653,část knihy,638,celé dílo,,,,Thanatos to vrady,Θάνατος το βράδυ,,Umřela večer,,,,,,,,,,,,,,,,,"Achilles a želva, 1960",,nan,nan
653,654,část knihy,638,celé dílo,nan,nan,nan,Pende lepta meta to vomvardismo,Πέντε λεπτά μετά το βομβαρδισμό,nan,Pět minut po náletu,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,"Achilles a želva, 1960",nan,nan,nan
654,655,část knihy,638,celé dílo,,,,Limani,Λιμάνι,,Přístav,,,,,,,,,,,,,,,,,"Denní služba, 1958",,nan,nan
655,656,část knihy,638,celé dílo,nan,nan,nan,To dasos,Το δάσος,nan,Les,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,"Slabikář, 1961",nan,nan,nan
656,657,část knihy,638,celé dílo,,,,Perimenondas,Περιμένοντας,,Čekání,,,,,,,,,,,,,,,,,"Kam teče krev, 1963",,nan,nan
657,658,část knihy,638,celé dílo,nan,nan,nan,Paramythi,Παραμύθι,nan,Pohádka,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,"Jdi a otevři dveře, 1961",nan,nan,nan
658,659,část knihy,638,celé dílo,,,,Erastes tu Avgustu,Εραστές του Αυγούστου,,Milování v srpnu,,,,,,,,,,,,,,,,,"Tak zvané srdce, 1963",,nan,nan
659,660,část knihy,638,celé dílo,nan,nan,nan,Nychta sto asteroskopio,Νύχτα στο αστεροσκοπείο,nan,Noc u hvězdárny,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,"Tak zvané srdce, 1963",nan,nan,nan
660,661,část knihy,638,celé dílo,,,,Elefsis,Έλευσις,,Advent,,,,,,,,,,,,,,,,,"Jdi a otevři dveře, 1961",,nan,nan
661,662,část knihy,638,celé dílo,nan,nan,nan,Nychta stus dromus,Νύχτα στους δρόμους,nan,Noc v ulicích,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,"Achilles a želva, 1960",nan,nan,nan
662,663,část knihy,638,celé dílo,,,,Omichli,Ομίχλη,,Mlha,,,,,,,,,,,,,,,,,"Tak zvané srdce, 1963",,nan,nan
663,664,část knihy,638,celé dílo,nan,nan,nan,I vrochi ti nychta,Η βροχή τη νύχτα,nan,Déšť v noci,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,"Slabikář, 1961",nan,nan,nan
664,665,část knihy,638,celé dílo,,,,O anemos to chimona,Ο άνεμος το χειμώνα,,Vítr v zimě,,,,,,,,,,,,,,,,,"Tak zvané srdce, 1963",,nan,nan
665,666,část knihy,638,celé dílo,nan,nan,nan,I gata,Η γάτα,nan,Kočka,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,"Tak zvané srdce, 1963",nan,nan,nan
666,667,část knihy,638,celé dílo,,,,Kefali agoriu,Κεφάλι αγοριού,,Hlava,,,,,,,,,,,,,,,,,"Zcela nesoustavná zoologie, 1963",,nan,nan
667,668,část knihy,638,celé dílo,nan,nan,nan,Sto japi enos xenona,Στο γιαπί ενός ξενώνα,nan,Reportáž z novostavby ubytovny,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,"Tak zvané srdce, 1963",nan,nan,nan
668,669,část knihy,638,celé dílo,,,,To galatodondo tu Amlet,Το γαλατόδοντο του Αμλέτ,,Mléčný zub Hamleta prince,,,,,,,,,,,,,,,,,"Tak zvané srdce, 1963",,nan,nan
669,670,část knihy,638,celé dílo,nan,nan,nan,Pos na zografisis ta telia Christujenna,Πώς να ζωγραφίσεις τα τέλεια Χριστούγεννα,nan,Jak se namalují dokonalé Vánoce,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,"Tak zvané srdce, 1963",nan,nan,nan
670,671,část knihy,638,celé dílo,,,,I porta,Η πόρτα,,Dveře,,,,,,,,,,,,,,,,,"Jdi a otevři dveře, 1961",,nan,nan
671,672,část knihy,638,celé dílo,nan,nan,nan,Ippis,Ιππείς,nan,Jezdci,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,"Tak zvané srdce, 1963",nan,nan,nan
672,673,část knihy,638,celé dílo,,,,Ke ti kenurio,Και τι καινούριο,,A co je nového,,,,,,,,,,,,,,,,,"Tak zvané srdce, 1963",,nan,nan
673,674,část knihy,638,celé dílo,nan,nan,nan,Enchiridio nekris glossas,Εγχειρίδιο νεκρής γλώσσας,nan,Cvičebnice mrtvého jazyka,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,"Slabikář, 1961",nan,nan,nan
674,675,část knihy,638,celé dílo,,,,I platia tu choriu,Η πλατεία του χωριού,,Náves,,,,,,,,,,,,,,,,,"Slabikář, 1961",,nan,nan
675,676,část knihy,638,celé dílo,nan,nan,nan,To mathima,Το μάθημα,nan,Vyučování,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,"Tak zvané srdce, 1963",nan,nan,nan
676,677,část knihy,638,celé dílo,,,,Efevresis,Εφευρέσεις,,Vynálezy,,,,,,,,,,,,,,,,,"Jdi a otevři dveře, 1961",,nan,nan
677,678,část knihy,638,celé dílo,nan,nan,nan,Polonios,Πολώνιος,nan,Polonius,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,"Slabikář, 1961",nan,nan,nan
678,679,část knihy,638,celé dílo,,,,I myga,Η μύγα,,Moucha,,,,,,,,,,,,,,,,,"Slabikář, 1961",,nan,nan
679,680,část knihy,638,celé dílo,nan,nan,nan,I ptosi tis Trias,Η πτώση της Τροίας,nan,Pád Tróje,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,"Tak zvané srdce, 1963",nan,nan,nan
680,681,část knihy,638,celé dílo,,,,Diskovolos,Δισκοβόλος,,Diskobolos,,,,,,,,,,,,,,,,,"Tak zvané srdce, 1963",,nan,nan
681,682,část knihy,638,celé dílo,nan,nan,nan,Ena skyli sto latomio,Ένα σκυλί στο λατομείο,nan,Pes v lomu,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,"Jdi a otevři dveře, 1961",nan,nan,nan
682,683,část knihy,638,celé dílo,,,,Plano,Πλάνο,,Plánování,,,,,,,,,,,,,,,,,"Tak zvané srdce, 1963",,nan,nan
683,684,část knihy,638,celé dílo,nan,nan,nan,Mystikotis,Μυστικότης,nan,Tajno,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,"Ačkoli, 1969",nan,nan,nan
684,685,část knihy,638,celé dílo,,,,Mondelo anthropu,Μοντέλο ανθρώπου,,Model člověka,,,,,,,,,,,,,,,,,"Kam teče krev, 1963",,nan,nan
685,686,část knihy,638,celé dílo,nan,nan,nan,I riza tu zitimatos,Η ρίζα του ζητήματος,nan,Jádro věci,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,"Ačkoli, 1969",nan,nan,nan
686,687,kniha,,antologie,překlad,,"Holub, Miroslav (jk01041818) § Herbert, Zbigniew (jn19990003408), Spender, Stephen (ola2003174852) § Hill, Geoffrey (kup19960000038420) § Ungaretti, Giuseppe (jn19990008694) § Quasimodo, Salvatore (jn2000604537) § Apollinaire, Guillaume (jn19981000126) § Lichtenstein, Alfred (jo2005259927) § Enzensberger, Hans Magnus (jn19990002079)",Vrochi thanatu : Piimata tu polemu,Βροχή θανάτου : Ποιήματα του πολέμου,"Miroslav Cholumb, Zmpingniev Chermbert, Stiven Spenter, Tziefry Chill, Tziuzeppe Ungaretti, Salvatore Kuasimoto, Gijom Apolliner, Alfrent Lichtenstain, Chans Mangus Enzensmbernger § Metafrasi Jorgu Z. Christodulidi",originál neexistuje,gre,,,,Atény (Řecko) : Paraskinio,Παρασκήνιο,,,,,33,1999,960-7107-66-7,"Christodulidis, Jorgos Z. (trl, aui)","Χριστοδουλίδης, Γιώργος Ζ.",,"Více autorů § Medailony autorů § Christodulidis, Jorgos Z. : Úvodní poznámka",,"je to antologie různých básníků, autorem je asi překladatel",nan
687,688,část knihy,687,celé dílo,nan,nan,nan,Pende lepta meta tin aeroporiki epidromi,Πέντε λεπτά μετά την αεροπορική επιδρομή,nan,Pět minut po náletu,nan,cze,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,"Achilles a želva, 1960",nan,nan,nan
688,689,část knihy,687,celé dílo,,,,I myiga,Η μυίγα,,Moucha,,cze,,,,,,,,,,,,,,,"Slabikář, 1961",,nan,nan
689,690,kniha,nan,antologie,překlad,nan,"Herbert, Zbigniew (jn19990003408) § Holub, Miroslav (jk01041818)",Dyo Evropei Piites,Δύο Ευρωπαίοι Ποιητές,"Isagogi, metafrasi Jorgos Z. Christodulidis",originál neexistuje,gre,cze § pol,nan,nan,Atény (Řecko) : Paraskinio,Παρασκήνιο,nan,nan,nan,nan,159,2001,960-7107-89-6,"Christodulidis, Jorgos Z. (trl, aui)","Χριστοδουλίδης, Γιώργος Ζ.",nan,"Christodulidis, Jorgos Z. : Předmluva",nan,nan,nan
690,691,část knihy,690,celé dílo,,,"Holub, Miroslav (jk01041818)",Cheri Voithias,Χέρι Βοηθείας,,Ruka,gre,cze,,,,,,,,,,,,,,,"Slabikář, 1961",,nan,nan
691,692,část knihy,690,celé dílo,nan,nan,"Holub, Miroslav (jk01041818)",Limani,Λιμάνι,nan,Přístav,gre,cze,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,"Denní služba, 1958",nan,nan,nan
692,693,část knihy,690,celé dílo,,,"Holub, Miroslav (jk01041818)",Sto mikroskopio,Στο μικροσκόπιο,,V mikroskopu,gre,cze,,,,,,,,,,,,,,,"Denní služba, 1958",,nan,nan
693,694,část knihy,690,celé dílo,nan,nan,"Holub, Miroslav (jk01041818)",Stathmos Proton Voithion,Σταθμός Πρώτων Βοηθειών,nan,Ambulance,gre,cze,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,"Denní služba, 1958",nan,nan,nan
694,695,část knihy,690,celé dílo,,,"Holub, Miroslav (jk01041818)",Pende lepta meta tin Aeroporiki Epidromi,Πέντε λεπτά μετά την Αεροπορική Επιδρομή,,Pět minut po náletu,gre,cze,,,,,,,,,,,,,,,"Achilles a želva, 1960",,nan,nan
695,696,část knihy,690,celé dílo,nan,nan,"Holub, Miroslav (jk01041818)",Thanatos to vrady,Θάνατος το βράδυ,nan,Umřela večer,gre,cze,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,"Achilles a želva, 1960",nan,nan,nan
696,697,část knihy,690,celé dílo,,,"Holub, Miroslav (jk01041818)",O Dekaneas pu skotose ton Archimidi,Ο Δεκανέας που σκότωσε τον Αρχιμήδη,,"Kaprál, který probodl Archimeda",gre,cze,,,,,,,,,,,,,,,"Achilles a želva, 1960",,nan,nan
697,698,část knihy,690,celé dílo,nan,nan,"Holub, Miroslav (jk01041818)",Napoleon,Ναπολέων,nan,Napoleon,gre,cze,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,"Achilles a želva, 1960",nan,nan,nan
698,699,část knihy,690,celé dílo,,,"Holub, Miroslav (jk01041818)",Spiti 1,Σπίτι 1,,Doma,gre,cze,,,,,,,,,,,,,,,"Achilles a želva, 1960",,nan,nan
699,700,část knihy,690,celé dílo,nan,nan,"Holub, Miroslav (jk01041818)",Karterondas,Καρτερώντας,nan,Čekání,gre,cze,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,"Kam teče krev, 1963",nan,nan,nan
700,701,část knihy,690,celé dílo,,,"Holub, Miroslav (jk01041818)",Paramythi,Παραμύθι,,Pohádka,gre,cze,,,,,,,,,,,,,,,"Jdi a otevři dveře, 1961",,nan,nan
701,702,část knihy,690,celé dílo,nan,nan,"Holub, Miroslav (jk01041818)",Mesimvria,Μεσημβρία,nan,Poledne,gre,cze,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,"Slabikář, 1961",nan,nan,nan
702,703,část knihy,690,celé dílo,,,"Holub, Miroslav (jk01041818)",To Dasos,Το Δάσος,,Les,gre,cze,,,,,,,,,,,,,,,"Slabikář, 1961",,nan,nan
703,704,část knihy,690,celé dílo,nan,nan,"Holub, Miroslav (jk01041818)",I Myiga,Η Μυίγα,nan,Moucha,gre,cze,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,"Slabikář, 1961",nan,nan,nan
704,705,část knihy,690,celé dílo,,,"Holub, Miroslav (jk01041818)",Polonios,Πολώνιος,,Polonius,gre,cze,,,,,,,,,,,,,,,"Slabikář, 1961",,nan,nan
705,706,část knihy,690,celé dílo,nan,nan,"Holub, Miroslav (jk01041818)",Anagnostiko mias Nekris Glossas,Αναγνωστικό μιας Νεκρής Γλώσσας,nan,Cvičebnice mrtvého jazyka,gre,cze,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,"Slabikář, 1961",nan,nan,nan
706,707,část knihy,690,celé dílo,,,"Holub, Miroslav (jk01041818)",Agapi,Αγάπη,,Láska,gre,cze,,,,,,,,,,,,,,,"Slabikář, 1961",,nan,nan
707,708,část knihy,690,celé dílo,nan,nan,"Holub, Miroslav (jk01041818)",Ftera,Φτερά,nan,Křídla,gre,cze,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,"Slabikář, 1961",nan,nan,nan
708,709,část knihy,690,celé dílo,,,"Holub, Miroslav (jk01041818)",Odi sti Chara,Ωδή στη Χαρά,,Óda na radost,gre,cze,,,,,,,,,,,,,,,"Slabikář, 1961",,nan,nan
709,710,část knihy,690,celé dílo,nan,nan,"Holub, Miroslav (jk01041818)",Pos na zografisis ta pio Telia Christujenna,Πώς να ζωγραφίσεις τα πιο Τέλεια Χριστούγεννα,nan,Jak se namalují dokonalé Vánoce,gre,cze,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,"Tak zvané srdce, 1963",nan,nan,nan
710,711,část knihy,690,celé dílo,,,"Holub, Miroslav (jk01041818)",I Porta,Η Πόρτα,,Dveře,gre,cze,,,,,,,,,,,,,,,"Jdi a otevři dveře, 1961",,nan,nan
711,712,část knihy,690,celé dílo,nan,nan,"Holub, Miroslav (jk01041818)",O Daskalos,Ο Δάσκαλος,nan,Učitel,gre,cze,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,"Jdi a otevři dveře, 1961",nan,nan,nan
712,713,část knihy,690,celé dílo,,,"Holub, Miroslav (jk01041818)",O Zito o Magos,Ο Ζήτο ο Μάγος,,Žito kouzelník,gre,cze,,,,,,,,,,,,,,,"Jdi a otevři dveře, 1961",,nan,nan
713,714,část knihy,690,celé dílo,nan,nan,"Holub, Miroslav (jk01041818)",Anakalypsis,Ανακαλύψεις,nan,Vynálezy,gre,cze,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,"Jdi a otevři dveře, 1961",nan,nan,nan
714,715,část knihy,690,celé dílo,,,"Holub, Miroslav (jk01041818)",O Diskovolos,Ο Δισκοβόλος,,Diskobolos,gre,cze,,,,,,,,,,,,,,,"Tak zvané srdce, 1963",,nan,nan
715,716,část knihy,690,celé dílo,nan,nan,"Holub, Miroslav (jk01041818)",O Anthropos pu katariotan ti Thalassa,Ο Άνθρωπος που καταριόταν τη Θάλασσα,nan,Muž spílající moři,gre,cze,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,"Zcela nesoustavná zoologie, 1963",nan,nan,nan
716,717,část knihy,690,celé dílo,,,"Holub, Miroslav (jk01041818)",I Gata,Η Γάτα,,Kočka,gre,cze,,,,,,,,,,,,,,,"Tak zvané srdce, 1963",,nan,nan
717,718,část knihy,690,celé dílo,nan,nan,"Holub, Miroslav (jk01041818)",Protypo Anthropu,Πρότυπο Ανθρώπου,nan,Model člověka,gre,cze,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,"Kam teče krev, 1963",nan,nan,nan
718,719,část knihy,690,celé dílo,,,"Holub, Miroslav (jk01041818)",Anakopi Kardias,Ανακοπή Καρδιάς,,Infarkt,gre,cze,,,,,,,,,,,,,,,"Tak zvané srdce, 1963",,nan,nan
719,720,část knihy,690,celé dílo,nan,nan,"Holub, Miroslav (jk01041818)",Paliatsi,Παλιάτσοι,nan,Šaškové,gre,cze,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,"Zcela nesoustavná zoologie, 1963",nan,nan,nan
720,721,část knihy,690,celé dílo,,,"Holub, Miroslav (jk01041818)",To Kefali enos Pediu,Το Κεφάλι ενός Παιδιού,,Hlava,gre,cze,,,,,,,,,,,,,,,"Zcela nesoustavná zoologie, 1963",,nan,nan
721,722,část knihy,690,celé dílo,nan,nan,"Holub, Miroslav (jk01041818)",Skepsis pano sti Theoria tis Schetikotitas,Σκέψεις πάνω στη Θεωρία της Σχετικότητας,nan,Stručná úvaha o teorii relativity,gre,cze,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,"Naopak, 1982",nan,nan,nan
722,723,část knihy,690,celé dílo,,,"Holub, Miroslav (jk01041818)",Syndomi meleti ja ton Kalomagno,Σύντομη μελέτη για τον Καλομάγνο,,Stručná úvaha o Karlu Velikém,gre,cze,,,,,,,,,,,,,,,"Naopak, 1982",,nan,nan
723,724,část knihy,690,celé dílo,nan,nan,"Holub, Miroslav (jk01041818)",Skepsis pano sto jelio,Σκέψεις πάνω στο γέλιο,nan,Stručná úvaha o smíchu,gre,cze,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,"Naopak, 1982",nan,nan,nan
724,725,část knihy,690,celé dílo,,,"Holub, Miroslav (jk01041818)",Skepsis schetika me to Thanato,Σκέψεις σχετικά με το Θάνατο,,Stručná úvaha o smrti,gre,cze,,,,,,,,,,,,,,,"Naopak, 1982",,nan,nan
725,726,část knihy,690,celé dílo,nan,nan,"Holub, Miroslav (jk01041818)",I monaxia tu Minotavru,Η μοναξιά του Μινώταυρου,nan,Samota Minotaurova,gre,cze,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,"Naopak, 1982",nan,nan,nan
726,727,část knihy,690,celé dílo,,,"Holub, Miroslav (jk01041818)",Ja ton Sisyfo,Για τον Σίσυφο,,O Sisyfovi,gre,cze,,,,,,,,,,,,,,,"Naopak, 1982",,nan,nan
727,728,část knihy,690,celé dílo,nan,nan,"Holub, Miroslav (jk01041818)",Schetika me tin proelefsi tis 6 M.M.,Σχετικά με την προέλευση της 6 Μ.Μ.,nan,O původu šesté hodiny večerní,gre,cze,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,"Naopak, 1982",nan,nan,nan
728,729,část knihy,690,celé dílo,,,"Holub, Miroslav (jk01041818)",Filosofia Synapandimaton,Φιλοσοφία Συναπαντημάτων,,Filozofie setkání,gre,cze,,,,,,,,,,,,,,,"Naopak, 1982",,nan,nan
729,730,část knihy,690,celé dílo,nan,nan,"Holub, Miroslav (jk01041818)",Synomilia m' ena Piiti,Συνομιλία μ' ένα Ποιητή,nan,Rozhovor s básníkem,gre,cze,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,"Naopak, 1982",nan,nan,nan
730,731,kniha,,antologie,překlad,,"Holub, Miroslav (jk01041818) § Thomas, R. S. (xx0013549) § Yupanqui, Atahualpa § Basaran, Mehmet § Degenhardt, Franz Josef (kup19970000020623) § Neruda, Pablo (jn19990006057) § Watkins, Vernon § Hughes, Ted (jn19990003737) § Dylan, Bob (jn20000700458) § Hikmet, Nazim (jn19990003502) § Brjusov, Valerij (jn19990210131) § Sandbarg, Carl (jn20000703276) § Ho, Či Min (jn19981001463) § Kirillov, Vladimir (xx0003559) § Gerasimov, Michail (js20231181126) § Brecht, Bertolt (jn19990001059) § József, Attila (jo20211100161) § Vitier, Cintio (jo2002157560) § Bold, Alan (jn19990000907) § The Beatles § Cameron, Norman § Brownjohn, Alan (mub20231176768) § Nakahara, Chūya (av20181012876) § Roethke, Theodore (ola2003188497) § Lindsay, Vachel (ola2003169703)",I ergasia stin piisi : Piimata ke tragudia ja ti dulia se elliniki metafrasi,Η εργασία στην ποίηση : Ποιήματα και τραγούδια τη δουλειά σε ελληνική μετάφραση,,originál neexistuje,gre,,,,Atény (Řecko) : Polytypo,Πολύτυπο,,,,,110,1984,,"Raftis, Alkis (trl, cwt)","Ράφτης, Άλκης",,Náklad 1 000 § poznámky,,nan,nan
731,732,část knihy,731,celé dílo,překlad,nan,"Holub, Miroslav (jk01041818)",To plano,Το πλάνο,nan,Plánování,gre,cze,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,"Tak zvané srdce, 1963",nan,nan,nan
732,733,kniha,,antologie,překlad,,"Holub, Miroslav (jk01041818)",Piimata ke sparagmata se metafrasi,Ποιήματα και σπαράγματα σε μετάφραση,,originál neexistuje,gre,cze,,,Patras (Řecko) : Polyedro,Πολύεδρο,,,,,59,2000,,"Savvidis, G. P. (trl)","Σαββίδης, Γ. Π.",,Náklad 200,,"zde nemám bohužel poznamenané zbylé přeložené autory. Neměl by být autorem překladatel, když je autorem výběru?",nan
733,734,část knihy,733,celé dílo,nan,nan,"Holub, Miroslav (jk01041818)",Syndomes skepsis ja tus chartes,Σύντομες σκέψεις για τους χάρτες,nan,Stručná úvaha o mapách,gre,cze,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,"Naopak, 1982",nan,nan,nan
734,735,část knihy,733,celé dílo,,,"Holub, Miroslav (jk01041818)",Tsimendo,Τσιμέντο,,Beton,gre,cze,,,,,,,,,,,,,,,"Beton, 1970",,nan,nan
735,736,část knihy,733,celé dílo,nan,nan,"Holub, Miroslav (jk01041818)",1751,1751,nan,1751,gre,cze,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,"Syndrom mizející plíce, 1990",nan,nan,nan
736,737,část knihy,733,celé dílo,,,"Holub, Miroslav (jk01041818)",Ti allo,Τι άλλο,,Co jiného,gre,cze,,,,,,,,,,,,,,,"Syndrom mizející plíce, 1990",,nan,nan
737,738,část knihy,733,celé dílo,nan,nan,"Holub, Miroslav (jk01041818)",Anastenaria,Αναστενάρια,nan,Jóga,gre,cze,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,"Syndrom mizející plíce, 1990",nan,nan,nan
738,739,článek v časopise,,antologie,překlad,,"Hora, Josef (jk01041989)",Pende piimata,Πέντε ποιήματα,,originál neexistuje,gre,cze,,,Soluň (Řecko) : Diagonios,Διαγώνιος,,,"Diagonios, 1961, č. 1",Διαγώνιος,7,1961,,"Tsizek, Karel (trl, aui)","Τσίζεκ, Κάρολος",,"Tsizek, Karel : ""Josef Hora"" § samostatný otisk článku",,nan,nan
739,740,část knihy,740,celé dílo,nan,nan,nan,O sakatis,Ο σακάτης,nan,Mrzák,gre,cze,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,"Pracující den, 1920",nan,nan,nan
740,741,část knihy,740,celé dílo,,,,Therismos,Θερισμός,,Žně,gre,cze,,,,,,,,,,,,,,,"Pracující den, 1920",,nan,nan
741,742,část knihy,740,celé dílo,nan,nan,nan,Italia,Ιταλία,nan,Itálie,gre,cze,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,"Italie, 1925",nan,nan,nan
742,743,část knihy,740,celé dílo,,,,Sakko ke Vandzetti,Σάκκο και Βαντζέττι,,Sacco a Vanzetti,gre,cze,,,,,,,,,,,,,,,"Mít křídla, 1928",,nan,nan
743,744,část knihy,740,celé dílo,nan,nan,nan,Deka chronia : V,Δέκα χρόνια : V,nan,V,gre,cze,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,"Deset let, 1929",nan,nan,nan
