,Číslo záznamu,Finské id,Typ záznamu,Je součást čeho (číslo záznamu),"typ díla (celé dílo, úryvek, antologie, souborné dílo)",Vztah k originálu (překlad vs. adaptace),Druh adaptace (slovem),Autor/ka + kód autority,Název díla dle titulu v latince,Doplnění názvu,Údaje o odpovědnosti a další informace (z titulní strany),Původní název,Jazyk díla,Výchozí jazyk ,Zprostředkovací jazyk,Údaje o zprostředkovacím díle,"Město vydání, země vydání, nakladatel","Edice, svazek",Údaje o časopiseckém vydání,Počet stran,Rok,ISBN,Další role,Volná poznámka,technická poznámka
91,92,004774216,kniha,nan,celé dílo,překlad,nan,"Čihař, Jiří (jk01021822)",Jokamiehen kalakirja,Makean vedet kalat,nan,Ryby sladkých vod,fin,cze,nan,nan,Helsinki (Finsko): Oy Kolibri,nan,nan,184.0,1993.0,951-576-148-4,Ismo Nuuja (trl) § Risto Palokangas (trl) § Lauri Koli (trl) § Erkki Lahti (trl) § Libuše Knotková (ill) § Jaromír Knotek (ill),nan,nan
92,93,000178287,kniha,nan,celé dílo,překlad,nan,"Ďuďa, Rudolf (jo2002104683)",Jalokivien maailma,Jalo- ja korukivet ja niiden ominaisuudet,nan,Svět drahých kamenů,fin,cze,ger,Der Kosmos Edelsteinführer,Helsinki (Finsko): Werner Söderström Osakeyhtiö,nan,nan,191.0,1998.0,951-0-22706-4,Kalle Taipale (trl) § Luboš Reil,nan,nan
93,94,000908078,kniha,nan,celé dílo,překlad,nan,"Roller, Zdeněk (jn20001005498)",Metsien eläimiä,nan,nan,Zvířátka v lese,fin,cze,eng,Animals in the Forest,Helsinki (Finsko): Kirjalito AB,nan,nan,46.0,1999.0,951-28-3265-8,Ismo Nuuja (trl) § Eduard Studnička (pht) § Jiří Motyčka (pht) § Jaromír Knotek (ill) § Přemysl Pavlík (pht),nan,nan
94,95,000270632,kniha,nan,celé dílo,originál neexistuje,nan,"Kolář, Jiří (jk01061244)",Jiří Kolář 1914-2002,nan,nan,Jiří Kolář 1914-2002,fin,cze,nan,nan,Helsinki (Finsko): Amos Andersonin taidemuseon julkaisija,Amos Andersonin taidemuseon julkaisuja uusi sarja ; 46,nan,160.0,2003.0,952-9531-49-4,Kai Kartio § Meda Mládková § Petr Řehoř § Jiří Machalický § Juhani Pallasmaa (autoři textů) § Camilla Ahlström-Taavitsainen (trl) § Eero Balk (trl) § Bo Carpelan (trl) § Barbara Cederqvist (trl) § Adrian Dean (trl) § Silja Kudel (trl) § Susanne Lehtinen (trl) § Liisa Kasvio (edt) § Hannele Grönlund (ill) § Ondřej Polák (pht) § Matti Huuhka (pht),nan,dvojjazyčné vydání - ve finštině i švédštině
95,96,000937752,kniha,nan,celé dílo,překlad,nan,"Felix, Jiří (jk01030870)",Maailman eläimiä,nan,nan,Atlas zvířat,fin,cze,nan,nan,Helsinki (Finsko): Kirjalito AB,nan,nan,144.0,2002.0,951-28-3598-3,Ismo Nuuja (trl) § Libuše Knotková (ill) § Jaromír Knotek (ill),nan,nan
96,97,004795698,kniha,nan,celé dílo,překlad,nan,"Lusting, Arnošt (jk01072683)",Rukous Katarzyna Horowitzille,nan,nan,Modlitba pro Kateřinu Horovitzovou,fin,cze,nan,nan,Helsinki (Finsko): Like,nan,nan,174.0,2006.0,952-471-774-3,"Nina Saikkonen (trl, aft)",nan,nan
97,98,004860173,kniha,nan,celé dílo,překlad,nan,"Lusting, Arnošt (jk01072683)",Rukous Katarzyna Horowitzille,nan,nan,Modlitba pro Kateřinu Horovitzovou,fin,cze,nan,nan,Helsinki (Finsko): Like,nan,nan,174.0,2008.0,978-952-01-0180-0,"Nina Saikkonen (trl, aft)",nan,"druhé vydání je naprosto stejné jako první, jen je ve formě paperbacku"
98,99,002483837,kniha,nan,celé dílo,překlad,nan,"Lusting, Arnošt (jk01072683)",Pimeydellä ei ole varjoa,nan,nan,Tma nemá stín,fin,cze,nan,nan,Helsinki (Finsko): Like,nan,nan,230.0,2008.0,978-952-01-0143-5,"Nina Saikkonen (trl, aft)",věnováno prof. Jiřímu Fraňkovi,nan
99,100,003095681,kniha,nan,celé dílo,překlad,nan,"Páral, Vladimír (jk01091743)",Nuori mies ja valkoinen valas,Pieni kemiallinen eepos,nan,Mladý muž a bílá velryba,fin,cze,nan,nan,Helsinki (Finsko): Kirjayhtymä,nan,nan,219.0,1985.0,951-26-2579-2,Leo Bessonoff (trl),nan,nan
100,101,005953533,kniha,nan,celé dílo,překlad,nan,"Lehečková, Helena (ola2003209157)",Hitsi vieköön!,nan,nan,K čertu!,fin,cze,nan,nan,Helsinki (Finsko): LURRA Editions,nan,nan,86.0,2011.0,9578-952-5850-20-8,Elli Kulmala (trl) § Marjo Kauppinen (trl) § Tanja Kielinen (trl) § Ilona Pallasvuo (trl) § Anu Turunen (ill),"podpořeno ambasádou České republiky v Helsinkách, překlad korigován samotnou autorkou",nan
101,102,006117860,kniha,nan,celé dílo,překlad,nan,"Weiss, Helga (jn20000728821)",Helgan päiväkirja,Nuorena tyttönä keskitysleirillä,nan,Deník Helgy,fin,cze,nan,nan,Helsinki (Finsko): Kustannusosakeyhtiö Tammi,nan,nan,223.0,2013.0,978-951-31-6788-2,"Eero Balk (trl) § Neil Bermel (cwt, aui, rozhovor s authorkou)",vydání obsahuje i rozhovor s autorkou,nan
102,103,004752271,kniha,nan,celé dílo,překlad,nan,"Kolář, Jiří (jk01061244)",Kuin lasi puhdasta vettä,nan,nan,Jako sklenka čisté vody,fin,cze,nan,nan,Helsinki (Finsko): Like,nan,nan,46.0,2005.0,951-471-635-6,Eero Balk (trl) § David Vaverka (trl) § Petr Řehoř (ill) § Yrjö Tuunanen (ill),nan,"dvojjazyčné vydání, obsahuje Kolářovy básně v originále i překladu"
103,104,006097524,kniha,nan,celé dílo,překlad,nan,"Rudiš, Jaroslav (xx0004127)",Punkin loppu Helsingissä,nan,nan,Konec punku v Helsinkách,fin,cze,nan,nan,Helsinki (Finsko): Basam Books,nan,nan,288.0,2012.0,978-952-260-082-0,Eero Balk (trl),nan,nan
104,105,003287717,kniha,nan,celé dílo,překlad,nan,"Otčenášek, Jan (jk01091352)","Romeo, Julia ja pimeys",Romaani,nan,"Romeo, Julie a tma",fin,cze,eng,nan,Helsinki (Finsko): Kustannutosakeyhtiö Otava,Moderneja kirjoilijoita ; pořadí neuvedeno,nan,160.0,1963.0,s.Hce.II.3690,Kyllikki Clément (trl),nan,neuveden  název anglického překladu
105,106,000973031,kniha,nan,celé dílo,překlad,nan,"Toman, Marek (js20020204004)",Saarenmaan valloitus,nan,nan,Dobytí ostrova Saaremaa,fin,cze,nan,nan,Kärkölä (Finsko): Kustannus Oy Pieni Karhu,nan,nan,145.0,2007.0,978-952-5321-37-1,Eero Balk (trl) § Jan Ungrád (ill),vydáno za podpory programu Culture 2000 Evropské komise,nan
106,107,009846084,kniha,nan,celé dílo,překlad,nan,"Růžička, Oldřich (xx0004739)",Mistä tavarat tulevat,nan,nan,Jak se co dělá,fin,cze,eng,How Things Are Made,Helsinki (Finsko): Kustannutosakeyhtiö Otava,nan,nan,nan,2017.0,978-951-1-30886-7,Iiris Kalliola (trl) § Alexandra Hetmerová (ill),nan,nemá číslované strany
107,108,003316302,kniha,nan,celé dílo,překlad,nan,"Lada, Josef (jk01071364)",Lukemista lapsille,nan,nan,Dětem,fin,cze,ger,Für die Kinder,Helsinki (Finsko) : Weilin+Göös,nan,nan,47.0,1981.0,951-335-2142-7,Kaarina Helakisa (trl),nan,nan
108,109,002950693,kniha,nan,celé dílo,překlad,nan,"Čapek, Karel (jk01021023)",Kertomuksia,nan,nan,originál nenalezen,fin,cze,rus,nan,Petroskoi/Petrozavodsk (Rusko): Karjalais-Suomalaisen SNT:n valtion kustannusliike,nan,nan,144.0,1954.0,s.FeKa.II.174,Leo Aalto (trl) § S. Nikolski (aui),nan,nan
109,110,005664744,kniha,nan,celé dílo,překlad,nan,"Čapek, Karel (jk01021023)",R.U.R.,"Rossum´s Universal Robots. Kolektiivinen draama, jossa on alkukomedia ja kolme näytöstä",nan,R.U.R. Rossum´s Universal Robots. Kolektivní drama o vstupní komedii a třech dějstvích,fin,cze,nan,nan,Turku (Finsko): Savukeidas,nan,nan,124.0,2009.0,978-952-5500-44-8,"Eero Balk (trl, aft)",nan,nan
110,111,000780365,kniha,nan,celé dílo,překlad,nan,"Čapek, Karel (jk01021023)",Insinööri Prokopin aivokuume,nan,nan,Krakatit,fin,cze,swe,nan,Helsinki (Finsko): Urheilijain Kustannus Oy,nan,nan,373.0,1944.0,s.Hce.II.+3949,"Martti Jukola (trl, aui)",nan,není uveden název švédského překladu
111,112,003236091,kniha,nan,celé dílo,překlad,nan,"Čapek, Karel (jk01021023)",Salamanterisota,nan,nan,Válka s mloky,fin,cze,nan,nan,Helsinki (Finsko): Werner Söderström Osakeyhtiö,WSOY Taskukirja ; pořadí neuvedeno,nan,282.0,1962.0,s. Hce.I.9162,Reino Silvanto (trl),nan,paperback
112,113,003151804,kniha,nan,celé dílo,překlad,nan,"Čapek, Karel (jk01021023)",Salamanterisota,nan,nan,Válka s mloky,fin,cze,nan,nan,Helsinki (Finsko): Werner Söderström Osakeyhtiö,nan,nan,282.0,1992.0,951-0-18367-0,Reino Silvanto (trl),nan,zřejmě stejný překlad jako vydání z roku 1962
113,114,001639466,kniha,nan,celé dílo,překlad,nan,"Čapek, Karel (jk01021023)",Puutarhurin vuosi,nan,nan,Zahradníkův rok,fin,cze,nan,nan,Hämeenlinna (Finsko): Arvi A. Karisto Osakeyhtiö,nan,nan,172.0,1961.0,s.Q.I.2325,Toivo Kalervo (trl) § Josef Čapek (ill),nan,nan
114,115,003095264,kniha,nan,celé dílo,překlad,nan,"Čapek, Karel (jk01021023)",Puutarhurin vuosi,nan,nan,Zahradníkův rok,fin,cze,nan,nan,Hämeenlinna (Finsko): Arvi A. Karisto Osakeyhtiö,nan,nan,160.0,1984.0,951-23-2115-7,Toivo Kalervo (trl) § Josef Čapek (ill),nan,až na velikost formátu shodné s předchozím vydáním
115,116,000253372,kniha,nan,celé dílo,překlad,nan,"Čapek, Karel (jk01021023)",Puutarhurin vuosi,nan,nan,Zahradníkův rok,fin,cze,nan,nan,Helsinki (Finsko): Basam Books,nan,nan,208.0,2002.0,952-9842-66-X,Eero Balk (trl) § Josef Čapek (ill),nan,nan
116,117,005902989,kniha,nan,celé dílo,překlad,nan,"Čapek, Karel (jk01021023)",Puutarhurin vuosi,nan,nan,Zahradníkův rok,fin,cze,nan,nan,Helsinki (Finsko): Basam Books,nan,nan,208.0,2011.0,nan,Eero Balk (trl) § Josef Čapek (ill),nan,až na velikost formátu shodné s předchozím vydáním
117,118,000484354,kniha,nan,celé dílo,překlad,nan,"Hrabal, Bohumil (jk01042564)",Tanssitunteja aikuisille ja edistyneille,nan,nan,Taneční hodiny pro starší a pokročilé,fin,cze,ger,"Tanzstunden für Erwachsene und Fortgeschrittene (Frankfurt am Main, 1965)",Helsinki (Finsko): Kustannutosakeyhtiö Otava,Moderneja kirjailijoita ; pořadí neuvedeno,nan,94.0,1966.0,s.Hce.II.7779,Aarno Peromies (trl),nan,nan
118,119,003093909,kniha,nan,celé dílo,překlad,nan,"Hrabal, Bohumil (jk01042564)",Tanssitunteja aikuisille ja edistyneille,nan,nan,Taneční hodiny pro starší a pokročilé,fin,cze,ger,"Tanzstunden für Erwachsene und Fortgeschrittene (Frankfurt am Main, 1965)",Helsinki (Finsko): Kustannutosakeyhtiö Otava,Delfiinikirjat  ; pořadí neuvedeno,nan,94.0,1983.0,951-1-07188-2,Aarno Peromies (trl),nan,až na velikost formátu shodné s předchozím vydáním
119,120,004743381,kniha,nan,celé dílo,překlad,nan,"Hrabal, Bohumil (jk01042564)",Tarjoilin Englannin kuninkaalle,nan,nan,Obsluhoval jsem anglického krále,fin,cze,nan,nan,Juva (Finsko): Werner Söderström Osakeyhtiö,nan,nan,260.0,1991.0,951-0-17205-7,Hannu Ylilehto (trl),nan,nan
120,121,000548958,kniha,nan,celé dílo,překlad,nan,"Hrabal, Bohumil (jk01042564)",Liian meluisa yksinäisyys,nan,nan,Příliš hlučná samota,fin,cze,nan,nan,Jyväskylä (Finsko): Kustannusosakeyhtiö Kirjava,nan,nan,126.0,2008.0,978-952-5802-00-9,Eero Balk (trl) § Miloslava Slavíčková (aft),Za podpory ministerstva kultury ČR,nan
121,122,003281219,kniha,nan,celé dílo,překlad,nan,"Miler, Zdeněk (jk01081695)",Kuinka myyrä sai housut,ja muita kertomuksia,nan,originál neexistuje,fin,cze,ger,Wie der Maulwurf zu Hosen kam,Helsinki (Finsko): Kustannusosakeyhtiö Tammi,nan,nan,nan,1988.0,951-30-8963-0,Iva Hercíková § Eduard Petiška (autoři textu) § Zdeněk Miler (ill) § Maija-Liisa Vuorjoki (trl),nan,nemá číslované strany
122,123,nan,část knihy,122.0,celé dílo,překlad,nan,"Miler, Zdeněk (jk01081695)",Koira joka halusi pentuja,nan,nan,Jak štěňátko chtělo malé pejsky,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
123,124,nan,část knihy,122.0,celé dílo,překlad,nan,"Hercíková, Iva (jk01040797)",Koira ja hunaja,nan,nan,Jak štěňátko dostalo chuť na med,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
124,125,nan,část knihy,122.0,celé dílo,překlad,nan,"Petiška, Eduard (jk01092720)",Kuinka Myyrä sai housut,nan,nan,Jak krtek ke kalhotkám přišel,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
125,126,nan,část knihy,122.0,celé dílo,překlad,nan,"Miler, Zdeněk (jk01081695)",Myyrän lentoretki,nan,nan,Krtek a raketa,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
126,127,nan,část knihy,122.0,celé dílo,překlad,nan,"Petiška, Eduard (jk01092720)",Kuinka myyrä sai auton,nan,nan,Krtek a autíčko,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
127,128,003319114,kniha,nan,celé dílo,překlad,nan,"Miler, Zdeněk (jk01081695)",Kuinka myyrä sai housut,ja muita kertomuksia,nan,originál neexistuje,fin,cze,ger,Wie der Maulwurf zu Hosen kam,Helsinki (Finsko): Kustannusosakeyhtiö Tammi,nan,nan,nan,1996.0,951-31-0797-3,Iva Hercíková § Eduard Petiška (autoři textu) § Zdeněk Miler (ill) § Maija-Liisa Vuorjoki (trl),nan,nemá číslované strany
128,129,nan,část knihy,128.0,celé dílo,překlad,nan,"Miler, Zdeněk (jk01081695)",Koira joka halusi pentuja,nan,nan,Jak štěňátko chtělo malé pejsky,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
129,130,nan,část knihy,128.0,celé dílo,překlad,nan,"Hercíková, Iva (jk01040797)",Koira ja hunaja,nan,nan,Jak štěňátko dostalo chuť na med,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
130,131,nan,část knihy,128.0,celé dílo,překlad,nan,"Petiška, Eduard (jk01092720)",Kuinka myyrä sai housut,nan,nan,Jak krtek ke kalhotkám přišel,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
131,132,nan,část knihy,128.0,celé dílo,překlad,nan,"Miler, Zdeněk (jk01081695)",Myyrän lentoretki,nan,nan,Krtek a raketa,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
132,133,nan,část knihy,128.0,celé dílo,překlad,nan,"Petiška, Eduard (jk01092720)",Kuinka myyrä sai auton,nan,nan,Krtek a autíčko,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
133,134,018299693,kniha,nan,celé dílo,překlad,nan,"Miler, Zdeněk (jk01081695)",Kuinka myyrä sai housut ja muita kertomuksia,nan,nan,originál neexistuje,fin,cze,ger,Wie der Maulwurf zu Hosen kam,Helsinki (Finsko): Kustannusosakeyhtiö Tammi,nan,nan,nan,1979.0,951-30-2810-0,Iva Hercíková § Eduard Petiška (autoři textu) § Zdeněk Miler (ill) § Maija-Liisa Vuorjoki (trl),nan,nemá číslované strany
134,135,nan,část knihy,134.0,celé dílo,překlad,nan,"Miler, Zdeněk (jk01081695)",Koira joka halusi pentuja,nan,nan,Jak štěňátko chtělo malé pejsky,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
135,136,nan,část knihy,134.0,celé dílo,překlad,nan,"Hercíková, Iva (jk01040797)",Koira ja hunaja,nan,nan,Jak štěňátko dostalo chuť na med,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
136,137,nan,část knihy,134.0,celé dílo,překlad,nan,"Petiška, Eduard (jk01092720)",Kuinka myyrä sai housut,nan,nan,Jak krtek ke kalhotkám přišel,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
137,138,nan,část knihy,134.0,celé dílo,překlad,nan,"Miler, Zdeněk (jk01081695)",Myyrän lentoretki,nan,nan,Krtek a raketa,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
138,139,nan,část knihy,134.0,celé dílo,překlad,nan,"Petiška, Eduard (jk01092720)",Kuinka myyrä sai auto,nan,nan,Krtek a autíčko,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
139,140,003281217,kniha,nan,celé dílo,překlad,nan,"Novotný, Josef Alois (jk01090719)",Myyrä kaupungissa,nan,nan,Krtek ve městě,fin,cze,ger,Der Maulwurf in der Stadt,Helsinki (Finsko): Kustannusosakeyhtiö Tammi,nan,nan,nan,1985.0,951-30-6238-4,Zdeněk Miler (ill) § Leena Krohn (trl),nan,nemá číslované strany
140,141,003319118,kniha,nan,celé dílo,překlad,nan,"Doskočilová, Hana (jk01022763)",Myyrän seitsemäs taivas,nan,nan,Krtek v sedmém nebi,fin,cze,ger,Der Maulwurf im Siebten Himmel,Helsinki (Finsko): Kustannusosakeyhtiö Tammi,nan,nan,nan,1987.0,951-30-6774-2,Zdeněk Miler (ill) § Marvi Jalo (trl),nan,nemá číslované strany
141,142,003319116,kniha,nan,celé dílo,překlad,nan,"Doskočilová, Hana (jk01022763)",Myyrä parantaa hiiren,nan,nan,Jak krtek uzdravil myšku,fin,cze,nan,nan,Helsinki (Finsko): Kustannusosakeyhtiö Tammi,nan,nan,85.0,1999.0,951-31-1445-7,Zdeněk Miler (ill) § Kirsti Siraste (trl),nan,nan
142,143,006018281,kniha,nan,celé dílo,překlad,nan,"Doskočilová, Hana (jk01022763)",Myyrä ja vihreä tähti,nan,nan,Krtek a zelená hvězda,fin,cze,nan,nan,Helsinki (Finsko): Kustannusosakeyhtiö Tammi,nan,nan,31.0,2012.0,978-951-31-6866-7,Zdeněk Miler (ill) § Kirsti Siraste (trl),nan,nan
143,144,000179407,kniha,nan,celé dílo,překlad,nan,"Doskočilová, Hana (jk01022763)",Myyrä ja vihreä tähti,nan,nan,Krtek a zelená hvězda,fin,cze,ger,nan,Helsinki (Finsko): Kustannusosakeyhtiö Tammi,nan,nan,86.0,1998.0,951-31-1284-5,Zdeněk Miler (ill) § Marvi Jalo (trl),nan,neuveden název německého překladu
144,145,nan,část knihy,144.0,celé dílo,překlad,nan,nan,Myyrä ja vihreä tähti,nan,nan,Krtek a zelená hvězda,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
145,146,nan,část knihy,144.0,celé dílo,překlad,nan,nan,Myyrä ja sateenvarjo,nan,nan,Krtek a paraplíčko,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
146,147,nan,část knihy,144.0,celé dílo,překlad,nan,nan,Myyrän seitsemäs taivas,nan,nan,Krtek v sedmém nebi,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
147,148,?003324517,kniha,nan,celé dílo,překlad,nan,"Petiška, Eduard (jk01092720)",Myyrän housut,nan,nan,Jak krtek ke kalhotkám přišel,fin,cze,nan,nan,Helsinki (Finsko): Kustannusosakeyhtiö Tammi,nan,nan,63.0,2006.0,978-951-31-1697-2,Zdeněk Miler (ill) § Kirsti Siraste (trl),nan,ISBN uvedeno i bez předčíslí 978
148,149,003319117,kniha,nan,celé dílo,překlad,nan,"Petiška, Eduard (jk01092720)",Myyrän auto,nan,nan,Krtek a autíčko,fin,cze,nan,nan,Helsinki (Finsko): Kustannusosakeyhtiö Tammi,nan,nan,63.0,1999.0,951-31-1712-X,Zdeněk Miler (ill) § Kirsti Siraste (trl),nan,nan
149,150,003334070,kniha,nan,celé dílo,překlad,nan,"Doskočilová, Hana (jk01022763)",Myyrä ja kotka,nan,nan,Krtek a Orel,fin,cze,nan,nan,Helsinki (Finsko): Kustannusosakeyhtiö Tammi,nan,nan,78.0,2002.0,951-31-2305-7,Zdeněk Miler (ill) § Kirsti Siraste (trl),nan,nan
150,151,003319115,kniha,nan,celé dílo,překlad,nan,"Novotný, Josef Alois (jk01090719)",Myyrä kaupungissa,nan,nan,Krtek ve městě,fin,cze,nan,nan,Helsinki (Finsko): Kustannusosakeyhtiö Tammi,nan,nan,79.0,2000.0,951-31-1848-7,Zdeněk Miler (ill) § Kirsti Siraste (trl),nan,nan
151,152,007228547,kniha,nan,celé dílo,překlad,nan,"Doskočilová, Hana (jk01022763)",Myyrän talvi,nan,nan,Krtek v zimě,fin,cze,nan,nan,Helsinki (Finsko): Kustannusosakeyhtiö Tammi,nan,nan,69.0,2015.0,978-951-31-8723-3,Zdeněk Miler (ill) § Kirsti Siraste (trl),nan,nan
152,153,nan,část knihy,152.0,celé dílo,překlad,nan,nan,Myyrä ja lumiukko,nan,nan,Krtek a sněhulák,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
153,154,nan,část knihy,152.0,celé dílo,překlad,nan,nan,Myyrän joulu,nan,nan,Krtek a Vánoce,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
154,155,003319120,kniha,nan,celé dílo,překlad,nan,"Doskočilová, Hana (jk01022763)",Myyrän talvi,nan,nan,Krtek v zimě,fin,cze,nan,nan,Helsinki (Finsko): Kustannusosakeyhtiö Tammi,nan,nan,67.0,1998.0,951-31-1376-0,Zdeněk Miler (ill) § Kirsti Siraste (trl),nan,nan
155,156,nan,část knihy,155.0,celé dílo,překlad,nan,nan,Myyrä ja lumiukko,nan,nan,Krtek a sněhulák,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
156,157,nan,část knihy,155.0,celé dílo,překlad,nan,nan,Myyrä ja joulu,nan,nan,Krtek a Vánoce,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
157,158,006021384,kniha,nan,celé dílo,překlad,nan,"Černík, Michal (jk01021422)",Myyrän viikko,nan,nan,Krtkův týden,fin,cze,nan,nan,Helsinki (Finsko): Kustannusosakeyhtiö Tammi,nan,nan,nan,2012.0,978-951-31-6842-1,Zdeněk Miler (ill) § Kateřina Miler (ill) § Kirsti Siraste (trl),nan,nemá číslované strany
158,159,005619926,kniha,nan,celé dílo,překlad,nan,"Doskočilová, Hana (jk01022763)",Myyrän kevätleikit,nan,nan,Krtek a jaro,fin,cze,nan,nan,Helsinki (Finsko): Kustannusosakeyhtiö Tammi,nan,nan,nan,2009.0,978-951-31-4606-1,Zdeněk Miler (ill) § Kateřina Miler (ill) § Kirsti Siraste (trl),nan,nemá číslované strany
159,160,005269672,kniha,nan,celé dílo,překlad,nan,"Doskočilová, Hana (jk01022763)",Myyrän kesäleikit,nan,nan,Krtek a léto,fin,cze,nan,nan,Helsinki (Finsko): Kustannusosakeyhtiö Tammi,nan,nan,nan,2009.0,978-951-31-4607-8,Zdeněk Miler (ill) § Kateřina Miler (ill) § Kirsti Siraste (trl),nan,nemá číslované strany
160,161,005237063,kniha,nan,celé dílo,překlad,nan,"Doskočilová, Hana (jk01022763)",Myyrän syysleikit,nan,nan,Krtek a podzim,fin,cze,nan,nan,Helsinki (Finsko): Kustannusosakeyhtiö Tammi,nan,nan,nan,2008.0,978-951-31-4373-2,Zdeněk Miler (ill) § Kateřina Miler (ill) § Kirsti Siraste (trl),nan,nemá číslované strany
161,162,005989068,kniha,nan,celé dílo,překlad,nan,"Doskočilová, Hana (jk01022763)",Myyrä leikkii,nan,nan,Krtkovy příhody od jara do zimy,fin,cze,nan,nan,Helsinki (Finsko): Kustannusosakeyhtiö Tammi,nan,nan,53.0,2012.0,978-951-31-6701-1,Zdeněk Miler (ill) § Kateřina Miler (ill) § Kirsti Siraste (trl),nan,nan
162,163,nan,část knihy,162.0,celé dílo,překlad,nan,nan,Myyrän kevätleikit,nan,nan,Krtek a jaro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
163,164,nan,část knihy,162.0,celé dílo,překlad,nan,nan,Myyrän kesäleikit,nan,nan,Krtek a léto,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
164,165,nan,část knihy,162.0,celé dílo,překlad,nan,nan,Myyrän syysleikit,nan,nan,Krtek a podzim,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
165,166,nan,část knihy,162.0,celé dílo,překlad,nan,nan,Myyrän talvileikit,nan,nan,Krtek a zima,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
166,167,011601391,kniha,nan,celé dílo,překlad,nan,"Doskočilová, Hana (jk01022763)",Myyrä ja lumiukko,nan,nan,Krtek a sněhulák,fin,cze,nan,nan,Helsinki (Finsko): Kustannusosakeyhtiö Tammi,nan,nan,35.0,2006.0,978-951-31-3348-1,Zdeněk Miler (ill)  § Kirsti Siraste (trl),nan,ISBN uvedeno i bez předčíslí 978
167,168,005918905,kniha,nan,celé dílo,překlad,nan,"Doskočilová, Hana (jk01022763)",Myyrän satuaarre,nan,nan,Dětem Zdeněk Miler a Krtek,fin,cze,nan,nan,Helsinki (Finsko): Kustannusosakeyhtiö Tammi,nan,nan,100.0,2011.0,978-951-31-5936-8,Zdeněk Miler (ill)  § Kirsti Siraste (trl),nan,nan
168,169,nan,část knihy,168.0,celé dílo,překlad,nan,nan,Kukko ja kana (pohjana kansansatu),nan,nan,O kohoutkovi a slepičce,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
169,170,nan,část knihy,168.0,celé dílo,překlad,nan,"Hrubín, František (jk01042920)",Kananpoika ja viljat,nan,nan,Kuřátko a obilí,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
170,171,nan,část knihy,168.0,celé dílo,překlad,nan,nan,Laiska Reetta (pohjana kansansatu),nan,nan,O líné Grétě,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
171,172,nan,část knihy,168.0,celé dílo,překlad,nan,"Hercíková, Iva (jk01040797)",Utelias koiranpentu (Iva Hercíkováa mukaillen),nan,nan,O zvědavém štěňátku,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
172,173,nan,část knihy,168.0,celé dílo,překlad,nan,"Petiška, Eduard (jk01092720)",Kuinka myyrä sai housut (Eduard Petiškaa mukaillen),nan,nan,Jak Krtek ke kalhotkám přišel,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
173,174,nan,část knihy,168.0,celé dílo,překlad,nan,"Kožíšek, Josef (jk01062666)",Muurahainen sairastui,nan,nan,Polámal se mraveneček,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
174,175,nan,část knihy,168.0,celé dílo,překlad,nan,"Ciprová, Inka",Nyörimaakari hämähäkki (Inka Ciprováa mukaillen),nan,nan,Pavouček Provazníček,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
