,Číslo záznamu,Finské id,Typ záznamu,Je součást čeho (číslo záznamu),"typ díla (celé dílo, úryvek, antologie, souborné dílo)",Vztah k originálu (překlad vs. adaptace),Druh adaptace (slovem),Autor/ka + kód autority,Název díla dle titulu v latince,Údaje o odpovědnosti a další informace (z titulní strany),Původní název,Jazyk díla,Výchozí jazyk ,Zprostředkovací jazyk,Údaje o zprostředkovacím díle,"Město vydání, země vydání, nakladatel","Edice, svazek",Údaje o časopiseckém vydání,Počet stran,Rok,ISBN,Další role,Volná poznámka,technická poznámka
333,334,,část knihy,000312,celé dílo,,,"Vostrá, Alena (jk01150760)",Kirahvi Elisabet ja virtahepo Sebastian,,,,,,,,,,,,,,,
334,335,,část knihy,000312,celé dílo,,,"Mikulka, Alois (jk01081647)",Satu meidän mirrille,,,,,,,,,,,,,,,
335,336,,část knihy,000312,celé dílo,,,"Mikulka, Alois (jk01081647)",Noitaluuta,,,,,,,,,,,,,,,
336,337,,část knihy,000312,celé dílo,,,"Mikulka, Alois (jk01081647)",Vesiprinsessa,,,,,,,,,,,,,,,
337,338,,část knihy,000312,celé dílo,,,"Čtvrtek, Václav (jk01021929)",Taikalasi,,,,,,,,,,,,,,,
338,339,,část knihy,000312,celé dílo,,,"Hejná, Olga (jk01040577)",Pekka ja pyrstötähti,,,,,,,,,,,,,,,
339,340,,část knihy,000312,celé dílo,,,"Čtvrtek, Václav (jk01021929)",Meidän talon villevahti,,,,,,,,,,,,,,,
340,341,,část knihy,000312,celé dílo,,,"Sekyrková, Hana (jk01022763)",Purppuravene,,,,,,,,,,,,,,,
341,342,,část knihy,000312,celé dílo,,,"Mikulka, Alois (jk01081647)",Kuu ja kamelilapsi,,,,,,,,,,,,,,,
342,343,,část knihy,000312,celé dílo,,,"Sekyrková, Hana (jk01022763)",Röyhkeä hattu,,,,,,,,,,,,,,,
343,344,,část knihy,000312,celé dílo,,,"Macourek, Miloš (jk01072813)",Jaakko ja kaksisataa isoisää,,,,,,,,,,,,,,,
344,345,,část knihy,000312,celé dílo,,,"Aškenazy, Ludvík (jk01010398)",Lepakko,,,,,,,,,,,,,,,
345,346,,část knihy,000312,celé dílo,,,"Aškenazy, Ludvík (jk01010398)",Maalatut salamat,,,,,,,,,,,,,,,
346,347,,část knihy,000312,celé dílo,,,"Mikulka, Alois (jk01081647)",Kummitus ja poliisi,,,,,,,,,,,,,,,
347,348,,část knihy,000312,celé dílo,,,"Macourek, Miloš (jk01072813)",Mitä todistuksen viitoset voivat saada aikaan,,,,,,,,,,,,,,,
348,349,,část knihy,000312,celé dílo,,,"Aškenazy, Ludvík (jk01010398)",Taivaanvuohet ja säveltäjä cismolli,,,,,,,,,,,,,,,
349,350,,část knihy,000312,celé dílo,,,"Mikulka, Alois (jk01081647)",Pilkullinen postimerkki,,,,,,,,,,,,,,,
350,351,,část knihy,000312,celé dílo,,,"Aškenazy, Ludvík (jk01010398)",Kuollut sähkölamppu,,,,,,,,,,,,,,,
351,352,,část knihy,000312,celé dílo,,,"Macourek, Miloš (jk01072813)",Kuinka valkosta tuli laskennonopettaja,,,,,,,,,,,,,,,
352,353,,část knihy,000312,celé dílo,,,"Štuka, Ivo (jk01131550)",Kultainen satu kultakala Eemilistä,,,,,,,,,,,,,,,
353,354,,část knihy,000312,celé dílo,,,"Sekyrková, Hana (jk01022763)",Surullinen kuu,,,,,,,,,,,,,,,
354,355,,část knihy,000312,celé dílo,,,"Franková, Hermína (jk01031754)",Tiedemies,,,,,,,,,,,,,,,
355,356,,část knihy,000312,celé dílo,,,"Vyskočil, Ivan (jk01151228) ",Satu anssista ja saippuapalloista,,,,,,,,,,,,,,,
356,357,,část knihy,000312,celé dílo,,,"Sekyrková, Hana (jk01022763)",Satu unesta,,,,,,,,,,,,,,,
357,358,,část knihy,000312,celé dílo,,,"Sekyrková, Hana (jk01022763)",Silmälasit,,,,,,,,,,,,,,,
358,359,010856664,kniha,,antologie,,,,Satu ystävältä,,Satu ystävältä,fin,,,,Helsinki (Finsko): Opetushallitus,,,93.0,2003.0,951-719-662-8,Riikka Juvonen (ill) § Anna Liisa Salmela (edt),,
359,360,,část knihy,000359,celé dílo,,,"Muková, Ivana (mzk2004148506)",Tsekkiläinen satu - Miten tsekkiläinen Honza oppi salaista kieltä ,,Česká pohádka - Jak se český Honza učil tajné řeči,fin,cze,,,,,,,,,,dvoujazyčné vydání,
360,361,003241939,kniha ,,antologie,,,,Aarteiden kirja V. Nooan arkki,,Min skattkammare,fin,swe,,,Porvoo (Finsko): Werner Söderström Osakeyhtiö,Aarteiden kirja ; 5,,175.0,1957.0,951-0-04182-3,"Kirsi Kunnas (edt, trl) § Annie Löfstedt (edt) § Barbro Svinhufvud (edt) § Roland Hentzel (edt) § Helena Anhava (trl) § Kristiina Kivivuori (trl)",,
361,362,,část knihy,000361,celé dílo,překlad,,"Čapek, Karel (jk01021023)",Lintusatu,,,fin,cze,,,,,,,,,Kirsi Kunnas (trl),,
362,363,011195044,kniha ,,antologie,,,,Ratavartijan näky ja muita kuuluisia kertomuksia,,,fin,,,,Porvoo (Finsko): Werner Söderström Osakeyhtiö, Nuorten novellisto ; 2 ,,256.0,1965.0,,Kerttu Manninen (edt) § Pentti Lehto (ill),,
363,364,011278721,část knihy,000363,celé dílo,překlad,,"Čapek, Karel (jk01021023)",Rikos maalaispostissa,,,fin,cze,,,,,,,,,Eila Kivikkaho (trl),,
364,365,	018050857,kniha,,antologie,,,,Slaavilaisten kirjallisuuksien kultainen kirja,,,fin,,,,Porvoo (Finsko): Werner Söderström Osakeyhtiö,Maailmankirjallisuuden kultainen kirja ; 5,,917.0,1936.0,,"V. K. Trast (edt, trl)",,
365,366,,část knihy,000365,celé dílo,překlad,,"Erben, Karel  Jaromír (jk01030532)",Paju,,Vrba,fin,cze,,,,,,,,,V. K. Trast (trl),,
366,367,,část knihy,000365,úryvek,překlad,,"Němcová, Božena (jk01083016)",Viktorka,,Babička,fin,cze,,,,,,,,,V. K. Trast (trl),,
367,368,,část knihy,000365,celé dílo,překlad,,"Neruda, Jan (jk01083209)",Lapsiballadi,,,,,,,,,,,,,V. K. Trast (trl),,
368,369,,část knihy,000365,celé dílo,překlad,,"Neruda, Jan (jk01083209)",Joulukehtolaulu,,,,,,,,,,,,,V. K. Trast (trl),,
369,370,,část knihy,365,celé dílo,překlad,,"Neruda, Jan (jk01083209)",Nai maamme tänään,,,,,,,,,,,,,V. K. Trast (trl),,
370,371,,část knihy,000365,celé dílo,překlad,,"Neruda, Jan (jk01083209)",Minä pelästyin,,,,,,,,,,,,,V. K. Trast (trl),,
371,372,,část knihy,000365,celé dílo,překlad,,"Neruda, Jan (jk01083209)",Kalkin maassa,,,,,,,,,,,,,V. K. Trast (trl),,
372,373,,část knihy,000365,celé dílo,překlad,,"Neruda, Jan (jk01083209)",Kolme Liljaa,,U tří lilií,,,,,,,,,,,V. K. Trast (trl),,
373,374,,část knihy,000365,celé dílo,překlad,,"Neruda, Jan (jk01083209)",Herra Ryšánek ja herra Schlegl,,Pan Ryšánek a pan Schlegl,,,,,,,,,,,V. K. Trast (trl),,
374,375,,část knihy,000365,celé dílo,překlad,,"Březina, Otokar (jk01020045)",Aika ,,,,,,,,,,,,,V. K. Trast (trl),,
375,376,,část knihy,000365,úryvek,překlad,,"Světlá, Karolina (jk01121895)",Podhajskýt,,Kantůrčice,,,,,,,,,,,V. Kiparsky (trl),,
376,377,,část knihy,000365,celé dílo,překlad,,"Čech, Svatopluk (jk01021137)",Omenapuu,,,,,,,,,,,,,V. Kiparsky (trl),,
377,378,,část knihy,000365,úryvek,překlad,,"Vrchlický, Jaroslav (jk01151037)",Kanan takia,,Dům U tonoucí hvězdy,,,,,,,,,,,V. Kiparsky (trl),,
378,379,,část knihy,000365,celé dílo,překlad,,"Zeyer, Julius (jk01152552)",Hullujen koppi,,,,,,,,,,,,,V. K. Trast (trl),,
379,380,,část knihy,000365,úryvek,překlad,,"Holeček, Josef (jk01041699)",Luja kristitty,,Naši,,,,,,,,,,,V. K. Trast (trl),,
380,381,,část knihy,000365,celé dílo,překlad,,"Bezruč, Petr (jk01011993)",Hanalainen kylä,,,,,,,,,,,,,V. K. Trast (trl),,
381,382,,část knihy,000365,celé dílo,překlad,,"Bezruč, Petr (jk01011993)",Ken sijaani astuu?,,Kdo na moje místo?,,,,,,,,,,,V. Kiparsky (trl),,
382,383,,část knihy,000365,úryvek,překlad,,"Jirásek, Alois (jk01051816)",Chodin vapaustaistelijat,,Psohlavci,,,,,,,,,,,V. K. Trast (trl),,
383,384,,část knihy,365,celé dílo,překlad,,"Březina, Otokar (jk01020045)",Voimmakkaitten viini,,Víno silných,,,,,,,,,,,V. K. Trast (trl),,
384,385,,část knihy,000365,celé dílo,překlad,,"Březina, Otokar (jk01020045)",Kasvien maailma,,,,,,,,,,,,,V. K. Trast (trl),,
385,386,,část knihy,000365,celé dílo,překlad,,"Theer, Otakar (jk01132330)",Epäkelpo,,,,,,,,,,,,,V. Kiparsky (trl),,
386,387,,část knihy,000365,úryvek,překlad,,"Čapek, Karel (jk01021023)",R. U. R.,,,,,,,,,,,,,Jalo Kalima (trl),,
387,388,,část knihy,000365,úryvek,překlad,,"Dyk, Viktor (jk01030247)",Fridolín Kocourekin vihamiehet,,,,,,,,,,,,,V. Kiparsky (trl),,
388,389,,část knihy,000365,úryvek,překlad,,"Hašek, Jaroslav (jk01040097)",Uljaan soturin Švejkin vaiheet maailmansodan aikana,,Osudy dobrého vojáka Švejka za světové války - Na frontě,,,,,,,,,,,V. K. Trast (trl),,
389,390,,kniha,,antologie,,,,"Kahdestoista ""Hyvää yötä!""",Hetki leipoa kunnes nukutte,,fin,,,,Hämeenlinna (Finsko): Arvi A. Karisto Osakeyhtiö ,,,225.0,1961.0,,Martti Qvist (edt),,
390,391,,část knihy,000390,celé dílo,překlad,,"Čapek, Karel (jk01021023)",Siunattu toukokuu,,,fin,cze,,,,,,,,,Toivo Kalervo (trl),,
391,392,	000733385,kniha,,celé dílo,překlad,,"Hašek, Jaroslav (jk01040097)",Kunnon sotamies Švejkin seikkailut maailmansodassa I-II,,"Osudy dobrého vojáka Švejka za světové války - V zázemí, Na frontě ",fin,cze,,,Helsinki (Finsko): Kansankulttuuri Oy,,,569.0,1959.0,,Marja Helin (trl) § Tuure Lehén (trl) § Elvi Sinervo (trl) § Josef Lada (ill),šesté vydání,
392,393,000956440,kniha,,celé dílo,překlad,,"Neruda, Jan (jk01083209)",Prahalaistarinoita,,Povídky malostranské,fin,cze,,,Helsinki (Finsko): Like ,Like pokkari ; 64,,294.0,2005.0,952-471-551-1,"Eero Balk (trl, cwt)",podpořeno Ministerstvem kultury ČR,
393,394,007050148,kniha,,celé dílo,překlad,,"Čapek, Karel (jk01021023)",,,Zahradníkův rok,fin,cze,,,Helsinki (Finsko): Basam Books Oy,,,208.0,2015.0,978-952-260-420-0,Eero Balk (trl) § Josef Čapek (ill),,
394,395,	005242246,kniha,,celé dílo,překlad,,"Janáček, Leoš (jk01050745)",Katja Kabanova,,Káťa Kabanová,fin,cze,,,Helsinki (Finsko): Kansallisooppera,,,43.0,2003.0,,Mari Rautio (trl),dvojjazyčné vydání,libreto
395,396,	000624514,kniha,,celé dílo,překlad,,"Smetana, Bedřich (jk01120043) § Sabina, Karel (jk01110239)",Myyty morsian,,Prodaná nevěsta,fin,cze,,,Kuopio (Finsko): Kuopion oopperayhdistys,,,28.0,1984.0,,Tarja Svärd-Ylitalo (trl) § Jussi Törnwall (trl),,libreto
396,397,	005516739,kniha,,celé dílo,překlad,,"Vaculík, Ludvík (jk01141068)",Marsut,,Morčata,fin,cze,,,Helsinki (Finsko): Kustannusosakeyhtiö Tammi,Keltainen kirjasto ; 136,,195.0,1977.0,951-30-4002-X / 951-30_4003-8 ,Kirsti Siraste (trl),,
397,398,003328398,kniha,,celé dílo,překlad,,"Rudolf, Stanislav (jk01103025)",Päivänkakkaroita linnanneidille,,Kopretiny pro zámeckou paní ,fin,cze,,,Helsinki (Finsko): Kustannusosakeyhtiö Tammi,Tam tam kirjat ; 59,,150.0,1975.0,951-30-3470-4,Kirsti Siraste (trl),,
398,399,	003328396,kniha,,celé dílo,překlad,,"Rudolf, Stanislav (jk01103025)",Hellästi virkattu aika,,Něžně háčkovaný čas,fin,cze,,,Helsinki (Finsko): Kustannusosakeyhtiö Tammi,Tam tam kirjat ; 76,,176.0,1978.0,951-30-4525-0,Kirsti Siraste (trl),,
399,400,	011526370,kniha,,celé dílo,překlad,,"Klíma, Ladislav (jk01060531)",Loistava Nemesis,,Slavná Nemesis,fin,cze,,,Helsinki (Finsko): Like ,,,124.0,1999.0,951-578-510-3,Markku Tuiskula (trl),,
400,401,	000775760,kniha,,celé dílo,překlad,,"Sekora, Ondřej (jk01110710)",Pelle Muurahainen,,Ferda Mravenec,fin,cze,swe,,Porvoo (Finsko): Werner Söderström Osakeyhtiö,,,69.0,1951.0,,Hedi Järvenpää (trl),,není uveden název švédského překladu
401,402,004531414,kniha,,celé dílo,překlad,,"Stankovský, VI § Vladislav J.",Pikku Lassi ja Repolainen,Tšekkiläinen satu,Liška a Smolíček,fin,cze,ger,,(Finsko): Kansankulttuuri Oy,,,,1973.0,951-615-036-5,Marja Lallo (trl) § Ingeborg Meyer-Rey (ill),,"nemá číslované strany, není uveden název německého překladu"
402,403,	000743010,kniha,,celé dílo,překlad,,"Novák, J.Z. (jk01090423)",Jänö joka tahtoi luistella jäällä,,Jak se zajíček chtěl klouzat,fin,cze,,,Helsinki (Finsko): Kansankulttuuri Oy,,,,1964.0,,Elvi Sinervo (trl) § Josef Kábrt (ill),,nemá číslované strany
403,404,	001650809,kniha,,celé dílo,překlad,,"Lukešová, Milena (jk01072640)",Janne ja ensi lumi,,Bílá zima,fin,cze,,,Helsinki (Finsko): Kansankulttuuri Oy,,,,1981.0,951-615-241-4,Aila Apell (trl) § Jan Kudláček (ill),,nemá číslované strany
404,405,001650801,kniha,,celé dílo,překlad,,"Lukešová, Milena (jk01072640)",Tyttö ja sade,,Holčička a déšť,fin,cze,,,Helsinki (Finsko): Kansankulttuuri Oy,,,,1979.0,951-615-186-8,Aila Apell (trl) § Jan Kudláček (ill),,nemá číslované strany
405,406,000745440,kniha,,celé dílo,překlad,,"Vančura, Vladislav (jk01141424)",Nalle-Kalle ja hänen karhunsa Kallen-Nalle,,Kubula a Kuba Kubikula,fin,cze,,,Helsinki (Finsko): Kansankulttuuri Oy,,,126.0,1963.0,,Elvi Sinervo (trl) § Zdeněk Miler (ill),,
406,407,011538894,kniha,,celé dílo,překlad,,"Hrubín, František (jk01042920) § James Reeves",Vuokko ja talvinoita,František Hrubínin sadun mukaan kertonut James Reeves ,originál neexistuje,fin,cze,,,Helsinki (Finsko): Kansankulttuuri Oy,,,52.0,1966.0,,Marja Lallo (trl) § Jiří Trnka (ill),,
407,408,005800064,kniha,,celé dílo,překlad,,"Anděra, Miloš (jk01010263)",Euroopan luonto,,Encyklopedie evropské přírody,fin,cze,"slo, ger",,(Finsko): h.f. Ullmann,,,240.0,2008.0,978-3-8331-4735-7,Pirkko Roinila (trl) § Pavel Procházka (ill) § Jan Hošek (ill) § Jiří Hajný (ill) § Tomáš Řízek (ill),,neuvedeny názvy překladů
408,409,"
  	003316302",kniha,,celé dílo,překlad,,"Provazníková, Věra (jk01101403)",Lukemista lapsilla,,,fin,cze,ger,Für die Kinder,(Finsko): Weilin+Göös,,,47.0,1981.0,951-335-2142-7,Kaarina Helakisa (trl) § Josef Lada (ill),,
409,410,005358183,kniha,,celé dílo,překlad,,"Svatopluk, T. (jk01121858)",Liukuhihna ei odota,,Botostroj,fin,cze,,,Helsinki (Finsko): Kansankulttuuri Oy,,,284.0,1956.0,,"Annikki Maruna (trl, aui)",,
410,411,000797428,kniha,,celé dílo,překlad,,"Žák, Jaroslav (jk01152975)","""Luokkataistelu"" Kouluihmisistä",,Študáci a kantoři,fin,cze,,,Pori (Finsko): Satakunnan Kirjateollisuus Oy ,,,164.0,1944.0,,Hilkka Hannula (trl) § Kaarina Alava (ill),,
411,412,003328400,kniha,,celé dílo,překlad ,,"Rudolf, Stanislav (jk01103025)",Tyttö kuin punapipuri,,Údolí krásných žab,fin,cze,,,Helsinki (Finsko): Kustannusosakeyhtiö Tammi,Tam tam kirjat ; 70,,171.0,1977.0,951-30-3983-8,Kirsti Siraste (trl),,
412,413,000731243,kniha,,celé dílo,překlad,,"Pelc, Jan (jn99240000862)",Tarinoita aikuisille ,,...a povídky aneb sexuální mizérie a jiné story,fin,cze,,,Helsinki (Finsko): Kustannus Oy Taifuuni,,,176.0,1993.0,951-581-012-4,Eero Balk (trl),,
413,414,,část knihy,413,celé dílo,,,,Tytöilleni,,,,,,,,,,,,,,,
414,415,,část knihy,000413,celé dílo,,,,...ei ole helppoa kellään,,,,,,,,,,,,,,,
415,416,,část knihy,000413,celé dílo,,,,Mengele,,,,,,,,,,,,,,,
416,417,,část knihy,000413,celé dílo,,,,Lyödäänkö vetoa?,,,,,,,,,,,,,,,
417,418,,část knihy,000413,celé dílo,,,,Hetki koiran ja suden välissä ,,,,,,,,,,,,,,,
418,419,,část knihy,000413,celé dílo,,,,"Tuntemattoman tavallisen tšekkikansan tytölle, usein raisulle, joka lähetti minulle kirjan",,,,,,,,,,,,,,,
419,420,,část knihy,000413,celé dílo,,,,Salalokeroita ja neidonhaaveita,,,,,,,,,,,,,,,
420,421,,část knihy,000413,celé dílo,,,,Emigranttitarina,,,,,,,,,,,,,,,
421,422,,část knihy,000413,celé dílo,,,,Kolme kohtaamista,,,,,,,,,,,,,,,
422,423,,část knihy,000413,celé dílo,,,,Herkkä tarina,,,,,,,,,,,,,,,
423,424,,část knihy,000413,celé dílo,,,,"Omat lapsikullat, suloiset ja sametinpehmeät",,,,,,,,,,,,,,,
424,425,,část knihy,000413,celé dílo,,,,Apokalypsi,,,,,,,,,,,,,,,
425,426,006579962,kniha,,celé dílo,překlad,,"Dvořáček, Jaroslav (",Tshekkoslovakia tänään ,Toinen täydennetty painos,,fin,cze,,,Praha (Československo): Orbis,,,49.0,1957.0,D 0563265,Lieko Zachovalová (trl),,
426,427,000751422,kniha,,celé dílo,překlad,,"Dvořáček, Jaroslav (",Tshekkoslovakia tänään ,,,fin,cze,,,Praha (Československo): Orbis,,,,1955.0, D-03219,,neuveden překladatel,nemá číslované strany
427,428,006833795,kniha,, celé dílo,překlad,,"Hašek, Jaroslav (jk01040097)",Kunnon sotamies Shvejkin seikkailut IV. Etulinjoilla,,Osudy dobrého vojáka Švejka za světové války - Pokračování slavného výprasku,fin,cze,rus,,Leningrad (SSSR): Valtion Kustannusliike Kirja ,,,189.0,1936.0,,Jalmari Virtanen (trl) § josef Lada (ill) § Leevi Aalto (ill),,
428,429,000819315,kniha,,celé dílo,překlad,,"Hašek, Jaroslav (jk01040097)",Kunnon sotamies Shvejkin seikkailut maailmansodassa,III. Kunniakas luhistuminen,Osudy dobrého vojáka Švejka za světové války - Slavný výprask,fin,cze,swe,,Helsinki (Finsko): Kirjailijain kustannusliike,,,339.0,1937.0,,Viljo Kajava (trl),neuveden název švédského překladu,
429,430,000817713,kniha,,celé dílo,překlad,,"Čapek, Karel (jk01021023)",Salamanterisota,,Válka s mloky,fin,cze,,,Porvoo (Finsko): Werner Söderström Osakeyhtiö,,,282.0,1938.0,,Reino Silvanto (trl),,
430,431,004764966,kniha,,celé dílo,překlad,,"Petiška, Eduard (jk01092720)",Maailman rikkain varpunen,,O nejbohatším vrabci na světě,fin,cze,,,Helsinki (Finsko): Kansankulttuuri Oy,,,,1964.0,,Liisa Ryömä (trl) § Zdeněk Miler (ill),,nemá číslované strany
431,432,000735723,kniha,,celé dílo,překlad,,"Ludvík, Emil (jk01072546)",Satu omenapuusta,,Jablůňka se zlatými jablky,fin,cze,,,Helsinki (Finsko): Tammi ,Satu-sarja ; [3],,,1962.0,,Jaroslav Moravec § Marjatta Kurenniemi (trl) § František Freiwillig (ill),,nemá číslované strany
432,433,000735365,kniha,,celé dílo,překlad,,"Petiška, Eduard (jk01092720)",Kuinka myyrä sai auton,,Krtek a autíčko,fin,cze,,,Helsinki (Finsko): Tammi ,Satu-sarja ; [ 2],,,1960.0,,Helena Pohjola (trl) § Zdeněk Miler (ill),,nemá číslované strany
433,434,000735362,kniha,,celé dílo,překlad,,"Ludvík, Emil (jk01072546)",Liian ahne kukko,,O kohoutkovi a slepičce,fin,cze,,,Helsinki (Finsko): Tammi ,Satu-sarja ; [4],,,1959.0,,"Zdeněk Miler (edt, ill) § Helena Pohjola (trl)",,nemá číslované strany
434,435,000711957,kniha,,celé dílo,překlad,,"Smetana, Bedřich (jk01120043) § Sabina, Karel (jk01110239)",Myyty morsian,,Prodaná nevěsta,fin,cze,ger,Die verkaufte Braut,Savonlinna (Finsko): Savonlinnan oopperajuhlat,,,35.0,1991.0,,Jussi Törnwall (trl) § Tarja Ylitalo-Svärd (trl),libreto,dvojjazyčné vydání - finsky a německy
435,436,000829042,kniha,,celé dílo,překlad,,"Smetana, Bedřich (jk01120043) § Sabina, Karel (jk01110239)",Myyty morsian,libretto,Prodaná nevěsta,fin,cze,,,Pori (Finsko): Porin ooppera : Porin teatteri : Pori sinfonietta,,,32.0,1995.0,,Jussi Tapola (trl),libreto,
436,437,000715195,kniha,,celé dílo,překlad,,"Janáček, Leoš (jk01050745)",Ovela Kettu eli kettu Visukorvan seikkailuja,Rudolf Těsnohlídekin tarinoiden mukaan,Příhody lišky Bystroušky,fin,cze,,,Lahti (Finsko): Lahden kaupunginteatteri,,,36.0,1990.0,,Kirsti Siraste (trl),,
437,438,000711955,kniha,,celé dílo,překlad,,"Dvořák, Antonín (jn19981000826) § Kvapil, Jaroslav (jk01071151)",Rusalka - tarina vedenneidosta - the story of a naiad ,libretto,Rusalka,fin,cze,,,Savonlinna (Finsko): Savonlinnan oopperajuhlat,,,22.0,1991.0,,Jussi Törnwall (trl),libreto,dvojjazyčné vydání - finsky a anglicky
438,439,000938833,kniha,,celé dílo,překlad,,"Večerková, Eva (ola200205975)",Munia Määristä,,,fin,cze,,,Tampere (Finsko): Tampereen kaupunki,,,,2003.0,951-609-190-3,Eero Balk (trl) § Silvie doleželová (ill) § Jaromir Večerka (ill) § Reetta Lepistö (ill),text k výstavě,nemá číslované strany
439,440,000739830,kniha,,celé dílo,překlad,,"Štochl, Sláva (jk01131447)",Terrin toverit,,,fin,cze,,,Helsinki (Finsko): Tammi,,,87.0,1960.0,,Marjatta Kurenniemi (trl) § Václav Bláha (ill),kniha fotografií zvířat s krátkými komentáři,
440,441,011528017,kniha,,celé dílo,překlad,,"Malík, Jan (jk01073238) § Pavlík, Milan (jk01092126)",Pallo-Puuhakas,,Míček Flíček,fin,cze,,,Helsinki (Finsko): Kansankulttuuri Oy,,,,1968.0,,Marja Lallo (trl) § Helena Zmatlíková (ill),,nemá číslované strany
441,442,000667939,kniha,,celé dílo,překlad,,"Tichý, Jaroslav (jk01132421)",Lentävä matto,Tarinoita Kazahstanista ja Uzbekistanista,Kouzelný koberec,fin,cze,ger,Der fliegende Teppich,Helsinki (Finsko): Weilin+Göös,,,227.0,1970.0,S 2613,Eila Kivikkaho (trl) § Miloslav Troup (ill),,
442,443,,část knihy,442,celé dílo,,,,Kolme veljestä,,,,,,,,,,,,,,,
443,444,,část knihy,442,celé dílo,,,,Varas ja neropatti,,,,,,,,,,,,,,,
444,445,,část knihy,442,celé dílo,,,,Baltekein ratkaisu,,,,,,,,,,,,,,,
445,446,,část knihy,000442,celé dílo,,,,Aulis ja kitupiikki,,,,,,,,,,,,,,,
446,447,,část knihy,000442,celé dílo,,,,Neljäkymmentä valhetta,,,,,,,,,,,,,,,
447,448,,část knihy,000442,celé dílo,,,,Köyhä mies ja kaani,,,,,,,,,,,,,,,
448,449,,část knihy,000442,celé dílo,,,,Nasreddinin kujeet,,,,,,,,,,,,,,,
449,450,,část knihy,000442,celé dílo,,,,Šeikki ryövärinä,,,,,,,,,,,,,,,
450,451,,část knihy,000442,celé dílo,,,,Viisas Ajaz,,,,,,,,,,,,,,,
451,452,,část knihy,000442,celé dílo,,,,Naaraskarhun poika,,,,,,,,,,,,,,,
452,453,,část knihy,000442,celé dílo,,,,Näkymätön varas,,,,,,,,,,,,,,,
453,454,,část knihy,000442,celé dílo,,,,Farhad ja Širin,,,,,,,,,,,,,,,
454,455,,část knihy,000442,celé dílo,,,,Aldar Irvihampaan seikkailuja I,,,,,,,,,,,,,,,
455,456,,část knihy,000442,celé dílo,,,,Kamak ja Mihtar,,,,,,,,,,,,,,,
456,457,,část knihy,000442,celé dílo,,,,Antelias Ahmed,,,,,,,,,,,,,,,
457,458,,část knihy,442,celé dílo,,,,Kun taivaalta tupsahti toinenkin pannukakku,,,,,,,,,,,,,,,
458,459,,část knihy,442,celé dílo,,,,Kultatukka,,,,,,,,,,,,,,,
459,460,,část knihy,442,celé dílo,,,,Palava kivi,,,,,,,,,,,,,,,
460,461,,část knihy,442,celé dílo,,,,Tulpar,,,,,,,,,,,,,,,
461,462,,část knihy,442,celé dílo,,,,Badal,,,,,,,,,,,,,,,
462,463,,část knihy,442,celé dílo,,,,Pöyhkeä emiiri ja hänen tyttärensä,,,,,,,,,,,,,,,
463,464,,část knihy,442,celé dílo,,,,Aldar Irvihampaan seikkailuja II,,,,,,,,,,,,,,,
464,465,002047437,kniha,,celé dílo,překlad,,"Smetana, Bedřich (jk01120043) § Sabina, Karel (jk01110239)",Myyty morsian,3-näytoksien koomillinen ooppera,Prodaná nevěsta,fin,cze,,,Helsinki (Finsko): Suomalainen Ooppera O.-Y.,,,56.0,1927.0,,Toivo Wallenius (trl),libreto,
465,466,000741214,kniha,,celé dílo,překlad,,"Gottwald, Klement (jk01032566)",Tshekkoslovakian kommunistinen puolue taistelussa yhteisrintaman puolesta,Kominternin VII maailmankongressissa elokuun 7 p:nä 1935 pidetty puhe,,fin,cze,,,Petroskoi (SSSR): Valtion kustannusliike Kirja,,,25.0,1936.0,,,proslov,není uveden překladatel
466,467,006579162,kniha,celé dílo,,překlad,,"Pavlík, Milan (jk01092126)",Missä on teddikarhu?,,Kde je Míša?,fin,cze,,,Helsinki (Finsko): Kansankulttuuri Oy,,,,1962.0,S 1161,Elvi Sinervo (trl) § Divica Landrová (ill) § Eduard Hofman (edt),na motivy kresleného filmu,nemá číslované strany 
467,468,000742720,kniha,celé dílo,,překlad,,"Miler, Zdeněk (jk01081695)",Myyrän lentoretki,,Krtek a raketa,fin,cze,,,Helsinki (Finsko): Tammi,Satu-sarja ; [19] ,,,1966.0,S 1942,Marjatta Kurenniemi (trl),,nemá číslované strany 
468,469,000735372,kniha,celé dílo,,překlad,,"Petiška, Eduard (jk01092720)",Kuinka myyrä sai housut,,Jak krtek ke kalhotkám přišel,fin,cze,,,Helsinki (Finsko): Tammi,Satu-sarja ; [1],,,1959.0,S 2171,Helena Pohjola (trl) § Zdeněk Miler (ill),,nemá číslované strany 
469,470,006580004,kniha,celé dílo,,překlad,,"Ludvík, Emil (jk01072546)",Satu tuhmasta Kreetasta ja viisaasta Missusta,,O líné holce,fin,cze,,,Helsinki (Finsko): Kansankulttuuri Oy,,,,1962.0,S 1156,Elvi Sinervo (trl) § Zdeněk Miler (ill) § Eduard Hofman (edt),na motivy českého kresleného filmu Lenora,
